cat,Class_num,area,perimeter,compact,opt_blue_min,opt_blue_max,opt_blue_range,opt_blue_mean,opt_blue_stddev,opt_blue_sum,opt_blue_median,opt_green_min,opt_green_max,opt_green_range,opt_green_mean,opt_green_stddev,opt_green_sum,opt_green_median,opt_nir_min,opt_nir_max,opt_nir_range,opt_nir_mean,opt_nir_stddev,opt_nir_sum,opt_nir_median,opt_red_min,opt_red_max,opt_red_range,opt_red_mean,opt_red_stddev,opt_red_sum,opt_red_median,NDVI_min,NDVI_max,NDVI_range,NDVI_mean,NDVI_stddev,NDVI_sum,NDVI_median,Brightness_min,Brightness_max,Brightness_range,Brightness_mean,Brightness_stddev,Brightness_sum,Brightness_median,nDSM_min,nDSM_max,nDSM_range,nDSM_mean,nDSM_stddev,nDSM_sum,nDSM_median
17201318.0,12.0,5.25000000093,17.0,2.09297643027,191.0,270.0,79.0,224.380952381,18.2847221953,4712.0,222.0,224.0,353.0,129.0,283.952380952,26.0904583735,5963.0,282.0,583.0,777.0,194.0,658.523809524,47.0051861856,13829.0,647.0,144.0,351.0,207.0,242.333333333,43.6886531344,5089.0,236.0,0.361237496138,0.62790697813,0.266669481993,0.465143154065,0.0627609520191,9.76800623536,0.461187,559.0,974.0,415.0,750.666666667,86.8020919944,15764.0,735.0,0.326812744141,0.364379882812,0.0375671386719,0.356802804129,0.00745807904216,7.49285888672,0.35849
17209309.0,34.0,3824.74999999,2533.0,11.5539033724,200.0,390.0,190.0,259.249558795,12.8691321398,3966259.0,259.0,255.0,571.0,316.0,357.763579319,23.6044681675,5473425.0,359.0,605.0,1184.0,579.0,872.366690633,57.676826421,13346338.0,874.0,186.0,737.0,551.0,342.725145434,36.7558987597,5243352.0,343.0,0.229079499841,0.596091210842,0.367011711001,0.436404422751,0.0406272174418,6676.55126368,0.433929,641.0,1698.0,1057.0,959.738283548,70.5604014454,14683036.0,962.0,-0.753173828125,15.224029541,15.9772033691,0.224029554979,0.837299405573,3427.42816162,0.00424194
17180420.0,22.0,1928.25000005,1616.0,10.3813720198,253.0,448.0,195.0,365.827952807,22.0715592248,2821631.0,366.0,333.0,674.0,341.0,550.23246467,37.7655534476,4243943.0,550.0,730.0,1173.0,443.0,942.651238169,64.485328224,7270669.0,945.0,418.0,893.0,475.0,705.910151692,57.3563569584,5444685.0,707.0,0.0605714283884,0.300824165344,0.240252736956,0.143997688937,0.0262281483465,1110.65417477,0.140506,1028.0,1986.0,958.0,1621.97056917,113.48768079,12510259.0,1625.0,-0.104736328125,0.774139404297,0.878875732422,0.148514349853,0.142584412372,1145.49118042,0.118805
17155326.0,31.0,71.7499999991,56.0,1.86497125468,213.0,300.0,87.0,243.707317073,13.6230250155,69944.0,241.0,265.0,431.0,166.0,318.331010453,27.3499424486,91361.0,312.0,713.0,1184.0,471.0,914.344947735,82.1283700336,262417.0,910.0,175.0,434.0,259.0,254.975609756,37.963435061,73178.0,247.0,0.372832357883,0.663366317749,0.290533959866,0.564069235989,0.0499202071752,161.887870729,0.569337,653.0,1165.0,512.0,817.013937282,77.7202152693,234483.0,798.0,0.142944335938,2.62054443359,2.47760009766,1.44127407805,0.596709499011,413.6456604,1.68466
17157734.0,31.0,969.000000006,446.0,4.04173688894,181.0,286.0,105.0,229.575077399,13.5205492084,889833.0,230.0,210.0,422.0,212.0,302.003869969,26.1020509632,1170567.0,302.0,626.0,1407.0,781.0,997.76496388,95.7471931462,3867337.0,999.0,106.0,393.0,287.0,238.949174407,37.1815303479,926167.0,240.0,0.448566615582,0.795379519463,0.346812903881,0.613666220807,0.0485641106071,2378.57027185,0.614742,500.0,1101.0,601.0,770.528121775,74.8195454373,2986567.0,772.0,-16.0390625,335.491790771,351.530853271,4.47072169065,30.3546785733,17328.5172729,0.00149536
17149081.0,51.0,3.75,11.0,1.60240436487,197.0,251.0,54.0,220.333333333,14.1594099061,3305.0,222.0,241.0,319.0,78.0,267.0,22.4142811618,4005.0,260.0,551.0,683.0,132.0,596.466666667,34.0663405072,8947.0,589.0,140.0,280.0,140.0,191.266666667,38.8698111935,2869.0,182.0,0.418483912945,0.633986949921,0.215503036976,0.518217698733,0.0593920469031,7.773265481,0.525692,578.0,850.0,272.0,678.6,74.9931552432,10179.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17141973.0,51.0,6.25,12.0,1.35405500051,205.0,242.0,37.0,221.88,9.00364370686,5547.0,219.0,257.0,327.0,70.0,278.48,16.4684425493,6962.0,272.0,573.0,777.0,204.0,635.04,48.7495476902,15876.0,620.0,165.0,280.0,115.0,202.4,27.2161716632,5060.0,192.0,0.409523814917,0.571428596973,0.161904782057,0.517778067589,0.0366377344448,12.9444516897,0.521912,627.0,849.0,222.0,702.76,52.0686316317,17569.0,683.0,0.0687255859375,0.345153808594,0.276428222656,0.178736572266,0.0705368081068,4.46841430664,0.197968
17120487.0,33.0,615.499999994,254.0,2.88811682108,238.0,330.0,92.0,282.692120227,12.7475428437,695988.0,282.0,315.0,492.0,177.0,392.613322502,23.0108218371,966614.0,390.0,656.0,995.0,339.0,787.275385865,49.3841080233,1938272.0,781.0,294.0,577.0,283.0,421.04752234,38.9476175527,1036619.0,419.0,0.184764996171,0.435314685106,0.250549688935,0.3036496329,0.0385391719862,747.5853962,0.301669,847.0,1399.0,552.0,1096.35296507,72.2540767976,2699221.0,1091.0,-0.116455078125,1.36450195312,1.48095703125,0.151059148372,0.181624136018,371.907623291,0.100632
17109605.0,33.0,3220.75,1092.0,5.42799199648,224.0,332.0,108.0,251.376697974,11.2453079031,3238486.0,249.0,292.0,469.0,177.0,340.92385314,19.7364500998,4392122.0,337.0,626.0,1082.0,456.0,778.033687806,48.7326181588,10023408.0,771.0,260.0,563.0,303.0,342.516805092,32.0605084505,4412644.0,338.0,0.259210526943,0.519298255444,0.2600877285,0.389231791158,0.0297151254517,5014.47316548,0.389513,784.0,1364.0,580.0,934.817356206,61.6120508202,12043252.0,924.0,-0.220336914062,1.53695678711,1.75729370117,0.087391636659,0.190412119833,1125.86645508,0.0
17091259.0,31.0,340.000000006,127.0,1.94293973639,174.0,256.0,82.0,221.626470588,12.7296044212,301412.0,223.0,208.0,353.0,145.0,283.023529412,25.0854311929,384912.0,284.0,518.0,1135.0,617.0,920.722794118,109.730768426,1252183.0,939.0,85.0,311.0,226.0,213.3375,34.8618501194,290139.0,216.0,0.469999998808,0.8133918643,0.343391865492,0.623703205235,0.0449389120524,848.236359119,0.624043,467.0,913.0,446.0,717.9875,71.2656421813,976463.0,723.0,-0.0205383300781,2.52243041992,2.54296875,1.33511799083,0.698196547005,1815.76046753,1.62222
17096642.0,34.0,5376.50000009,4290.0,16.5045061977,194.0,337.0,143.0,260.511950153,15.1226324532,5602570.0,260.0,227.0,480.0,253.0,355.848460895,26.9167951813,7652877.0,356.0,538.0,1113.0,575.0,843.301357761,65.5770875237,18136039.0,845.0,159.0,541.0,382.0,354.572444899,43.2459221748,7625435.0,354.0,0.246441945434,0.599511623383,0.353069677949,0.408987988261,0.0427638683039,8795.69567554,0.408094,597.0,1312.0,715.0,970.932855947,81.9807328472,20880882.0,969.0,-0.186737060547,2.06317138672,2.24990844727,0.135514144309,0.236092484738,2914.3671875,3.05176e-05
17079234.0,31.0,58.2500000047,41.0,1.5154128301,184.0,253.0,69.0,230.510729614,13.673103069,53709.0,233.0,209.0,345.0,136.0,299.858369099,25.2153238867,69867.0,305.0,745.0,1215.0,470.0,1023.12017167,82.1520268517,238387.0,1025.0,110.0,318.0,208.0,233.313304721,36.7655913471,54362.0,241.0,0.532710254192,0.767326712608,0.234616458416,0.629978681327,0.0407312448159,146.785032749,0.623234,503.0,905.0,402.0,763.682403433,73.8635936229,177938.0,776.0,-0.145324707031,1.21115112305,1.35647583008,0.0768234842325,0.194652289489,17.8998718262,0.0
17030187.0,34.0,22.7499999991,25.0,1.4785784637,209.0,253.0,44.0,232.362637363,8.28810412383,21145.0,232.0,265.0,338.0,73.0,302.428571429,14.8554521439,27521.0,301.0,757.0,1006.0,249.0,879.252747253,58.0137523307,80012.0,877.0,176.0,295.0,119.0,237.934065934,23.582356134,21652.0,237.0,0.511711716652,0.650446891785,0.138735175133,0.574213312877,0.0298748222035,52.2534114718,0.574669,655.0,886.0,231.0,772.725274725,46.0463373719,70318.0,770.0,-0.0664367675781,1.35614013672,1.4225769043,0.308339548635,0.491953240563,28.0588989258,0.00668335
17024806.0,51.0,19.2499999998,22.0,1.41449814383,197.0,265.0,68.0,232.597402597,16.1279460132,17910.0,237.0,255.0,361.0,106.0,315.194805195,31.7555758315,24270.0,320.0,619.0,1013.0,394.0,817.207792208,113.053525728,62925.0,823.0,178.0,352.0,174.0,261.272727273,42.048097495,20118.0,272.0,0.391003459692,0.584112167358,0.193108707666,0.515979143319,0.0376870938138,39.7303940356,0.519588,635.0,973.0,338.0,809.064935065,88.6536142292,62298.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16986323.0,22.0,151.999999998,145.0,3.31773180612,315.0,488.0,173.0,400.833881579,25.6455540814,243707.0,403.5,505.0,809.0,304.0,646.723684211,46.3469747733,393208.0,644.5,870.0,1287.0,417.0,1077.86677632,60.2500301496,655343.0,1082.0,601.0,995.0,394.0,829.957236842,66.014812036,504614.0,831.0,0.0731981992722,0.218713447452,0.145515248179,0.130651516766,0.0263321177369,79.4361221939,0.124718,1421.0,2196.0,775.0,1877.51480263,127.030481389,1141529.0,1880.0,0.0,1.38363647461,1.38363647461,0.738793021754,0.340615532292,449.186157227,0.802368
